Invoice ID,Branch,Customer Type,Gender,Product Line,Unit Price,Quantity,Tax 5%,Total,Date,Month,Time,Payment,COGS,Gross Margin Percentage,Gross Income,Net Profit,Rating
101-17-6199,A,Normal,Male,Food and beverages,119.48,7,41.818000000000005,878.178,03/13/2019,March,19:44,Credit card,821.8016,6.41970079,56.3764,14.558399999999992,7.0
423-80-0988,C,Normal,Male,Sports and travel,150.09,2,15.009,315.189,01/30/2019,January,19:42,Ewallet,283.1728,10.15777835,32.0162,17.007199999999997,6.5
548-46-9322,B,Normal,Male,Food and beverages,113.59,10,56.795,1192.695,02/20/2019,February,15:24,Credit card,1121.8128,5.943028184,70.8822,14.087199999999996,5.9
505-02-0892,B,Member,Male,Health and beauty,116.26,8,46.504,976.584,02/25/2019,February,14:12,Ewallet,915.7792,6.226274442,60.8048,14.300800000000002,5.6
234-65-2137,C,Normal,Male,Home and lifestyle,169.27,10,84.635,1777.335,01/16/2019,January,13:32,Cash,1674.1584,5.80512959,103.1766,18.54159999999999,4.8
687-47-8271,A,Normal,Male,Fashion accessories,172.67,10,86.335,1813.035,02/08/2019,February,16:20,Credit card,1707.8864,5.79959019,105.1486,18.813600000000008,8.7
796-32-9050,A,Normal,Male,Food and beverages,124.97,6,37.491,787.311,01/19/2019,January,16:31,Cash,734.8224,6.666819084,52.4886,14.997599999999998,6.5
105-31-1824,A,Member,Male,Sports and travel,143.21,7,50.1235,1052.5935,02/01/2019,February,15:10,Credit card,986.0132,6.32535732,66.5803,16.456799999999994,8.5
249-42-3782,A,Normal,Male,Health and beauty,143.7,5,35.925,754.425,01/03/2019,January,11:36,Ewallet,702.0039999999999,6.94847069,52.42100000000001,16.49600000000001,5.5
316-55-4634,B,Member,Male,Food and beverages,153.74,5,38.435,807.135,01/26/2019,January,12:45,Credit card,751.4008,6.905189342999999,55.7342,17.2992,9.4
733-33-4967,C,Normal,Male,Electronic accessories,94.54,8,37.816,794.1360000000001,03/03/2019,March,19:17,Cash,743.7568,6.3439007929999995,50.3792,12.563199999999995,6.3
608-27-6295,B,Member,Male,Electronic accessories,126.58,6,37.974000000000004,797.454,01/19/2019,January,17:34,Credit card,744.3536,6.658741445,53.1004,15.126399999999997,9.8
414-12-7047,B,Normal,Male,Food and beverages,93.48,8,37.391999999999996,785.232,01/18/2019,January,12:04,Ewallet,735.3616,6.351040202,49.8704,12.4784,8.7
827-26-2100,A,Member,Male,Home and lifestyle,107.53,9,48.3885,1016.1585,03/21/2019,March,16:21,Ewallet,954.1676,6.100514831,61.9909,13.602400000000003,8.8
175-54-2529,A,Member,Male,Food and beverages,95.86,8,38.344,805.2239999999999,03/03/2019,March,17:01,Credit card,754.2112,6.335230942000001,51.0128,12.668799999999997,9.6
139-52-2867,C,Normal,Female,Fashion accessories,96.2,7,33.67,707.07,02/13/2019,February,10:50,Credit card,660.704,6.5574837,46.36600000000001,12.696000000000005,4.8
407-63-8975,A,Normal,Male,Food and beverages,147.57,6,44.271,929.691,03/23/2019,March,19:16,Ewallet,868.6144,6.569559132999999,61.0766,16.8056,4.4
342-65-4817,C,Member,Male,Health and beauty,160.49,3,24.0735,505.5435,01/28/2019,January,16:47,Ewallet,463.6308,8.290621875,41.9127,17.8392,9.9
130-98-8941,C,Normal,Male,Fashion accessories,137.95,7,48.2825,1013.9325,02/09/2019,February,10:00,Cash,949.6139999999999,6.34346961,64.3185,16.036,5.7
434-83-9547,C,Member,Male,Food and beverages,112.16,8,44.864,942.1439999999999,01/23/2019,January,11:51,Cash,883.3072,6.24499015,58.8368,13.9728,7.7
851-28-6367,A,Member,Male,Sports and travel,89.19,10,44.595,936.495,03/23/2019,March,10:55,Ewallet,879.7648,6.057715204,56.7302,12.135200000000005,8.0
824-88-3614,C,Normal,Male,Health and beauty,108.0,8,43.2,907.2,01/25/2019,January,15:00,Ewallet,850.36,6.265432099,56.84,13.64,5.7
586-25-0848,A,Normal,Female,Sports and travel,86.03,7,30.1105,632.3205,03/04/2019,March,11:19,Credit card,590.3276,6.641078377,41.9929,11.8824,6.7
895-66-0685,B,Member,Male,Food and beverages,91.77,3,13.7655,289.0755,03/05/2019,March,19:46,Ewallet,262.9684,9.031239244,26.1071,12.3416,8.0
305-14-0245,B,Member,Female,Home and lifestyle,168.18,8,67.27199999999999,1412.7120000000002,03/03/2019,March,19:00,Ewallet,1326.9856,6.068214894,85.7264,18.454400000000007,7.5
732-04-5373,B,Member,Male,Home and lifestyle,120.16,4,24.031999999999996,504.67199999999997,02/08/2019,February,10:53,Cash,466.0272,7.657409169,38.6448,14.6128,7.0
400-60-7251,A,Normal,Male,Home and lifestyle,147.76,1,7.388,155.148,02/10/2019,February,12:50,Ewallet,130.9392,15.60368165,24.2088,16.8208,9.9
593-65-1552,C,Normal,Female,Home and lifestyle,143.5,4,28.7,602.7,01/28/2019,January,20:50,Credit card,557.52,7.496266799,45.18,16.48,5.9
284-34-9626,B,Normal,Female,Home and lifestyle,150.73,3,22.6095,474.7995,02/11/2019,February,10:39,Credit card,435.1316,8.354663389,39.6679,17.058400000000002,7.2
437-58-8131,B,Normal,Female,Fashion accessories,147.21,2,14.720999999999998,309.14099999999996,01/15/2019,January,13:41,Ewallet,277.6432,10.18881352,31.4978,16.7768,4.6
286-43-6208,C,Normal,Female,Food and beverages,161.49,9,72.6705,1526.0805,03/16/2019,March,19:08,Cash,1435.4908,5.936102322000001,90.5897,17.91919999999999,9.2
641-43-2399,B,Normal,Male,Home and lifestyle,99.24,4,19.848,416.80800000000005,01/26/2019,January,20:23,Ewallet,384.0208,7.866259765,32.7872,12.9392,5.7
831-07-6050,A,Normal,Male,Electronic accessories,106.4,5,26.6,558.6,03/19/2019,March,11:30,Credit card,518.488,7.180809166,40.111999999999995,13.511999999999993,9.9
556-86-3144,C,Member,Female,Fashion accessories,147.98,1,7.399,155.379,01/13/2019,January,19:30,Cash,131.1416,15.59889045,24.2374,16.8384,5.0
848-24-9445,C,Member,Male,Health and beauty,117.39,2,11.739,246.519,03/26/2019,March,18:03,Cash,220.3888,10.599669800000001,26.1302,14.391199999999998,4.9
856-22-8149,A,Normal,Female,Home and lifestyle,98.98,1,4.949,103.929,03/23/2019,March,10:13,Ewallet,86.0616,17.19192911,17.8674,12.9184,6.1
699-01-4164,C,Normal,Male,Health and beauty,115.19,4,23.038,483.798,03/12/2019,March,19:58,Credit card,446.5448,7.70015585,37.2532,14.2152,8.2
420-11-4919,C,Member,Female,Food and beverages,145.08,5,36.27,761.67,02/17/2019,February,19:57,Credit card,708.7936,6.942166555,52.8764,16.606399999999994,5.5
606-80-4905,C,Member,Female,Sports and travel,92.84,6,27.851999999999997,584.8919999999999,01/29/2019,January,10:01,Credit card,544.6128,6.886604707,40.2792,12.427200000000006,6.8
542-41-0513,B,Member,Female,Electronic accessories,131.18,4,26.236,550.956,03/15/2019,March,11:57,Cash,509.2256,7.574180152,41.7304,15.494400000000002,6.6
426-39-2418,C,Normal,Male,Electronic accessories,135.1,7,47.285,992.985,01/14/2019,January,10:02,Cash,929.8919999999999,6.353872415,63.093,15.808000000000007,9.8
875-46-5808,B,Member,Male,Health and beauty,99.59,10,49.795,1045.695,02/06/2019,February,14:51,Ewallet,982.9328,6.0019604189999995,62.7622,12.967199999999998,8.7
394-43-4238,B,Member,Male,Home and lifestyle,91.46,5,22.865,480.165,02/15/2019,February,12:42,Credit card,444.9832,7.327023003,35.1818,12.316800000000004,5.4
749-24-1565,A,Normal,Female,Health and beauty,96.72,9,43.523999999999994,914.0039999999999,01/03/2019,January,12:02,Ewallet,857.7424,6.155509166,56.2616,12.737600000000008,7.9
672-51-8681,C,Member,Female,Electronic accessories,140.34,9,63.153,1326.213,01/04/2019,January,18:19,Credit card,1246.8328,5.9854789539999995,79.3802,16.227200000000003,9.7
263-87-5680,C,Member,Female,Home and lifestyle,102.22,10,51.11,1073.31,03/18/2019,March,17:38,Ewallet,1009.0224,5.98965816,64.2876,13.177599999999998,7.8
573-58-9734,B,Normal,Female,Fashion accessories,104.06,3,15.609000000000002,327.789,03/28/2019,March,13:41,Ewallet,298.8552,8.826958806,28.9338,13.3248,5.1
817-69-8206,B,Normal,Female,Electronic accessories,173.42,9,78.039,1638.819,03/02/2019,March,19:42,Credit card,1541.9064,5.913563365,96.9126,18.873599999999996,6.5
888-02-0338,A,Normal,Male,Electronic accessories,99.92,9,44.964,944.2439999999999,01/25/2019,January,20:24,Ewallet,886.2864,6.137989757000001,57.9576,12.9936,5.9
677-11-0152,C,Normal,Female,Food and beverages,166.95,9,75.1275,1577.6775,01/16/2019,January,18:08,Cash,1484.194,5.925387159,93.4835,18.35600000000001,8.8
142-63-6033,B,Normal,Male,Home and lifestyle,166.05,5,41.5125,871.7625,03/20/2019,March,19:17,Ewallet,811.966,6.859264995,59.7965,18.284,4.9
656-16-1063,B,Normal,Male,Sports and travel,120.11,3,18.0165,378.3465,01/04/2019,January,13:24,Credit card,345.7212,8.623127213,32.6253,14.608800000000002,4.4
891-58-8335,B,Member,Female,Sports and travel,103.3,7,36.155,759.255,03/11/2019,March,15:53,Cash,709.836,6.508880416,49.419,13.263999999999996,6.5
802-43-8934,A,Normal,Male,Home and lifestyle,91.97,1,4.5985,96.5685,03/22/2019,March,15:05,Credit card,79.6124,17.55862419,16.9561,12.3576,8.3
560-30-5617,B,Normal,Female,Sports and travel,98.46,5,24.615,516.915,03/24/2019,March,18:27,Cash,479.4232,7.252991304,37.4918,12.8768,8.5
319-74-2561,A,Member,Female,Electronic accessories,168.33,3,25.2495,530.2395,02/21/2019,February,16:55,Cash,486.5236,8.244557412,43.7159,18.466399999999997,5.5
549-03-9315,B,Normal,Male,Fashion accessories,168.56,8,67.42399999999999,1415.904,02/12/2019,February,12:58,Ewallet,1329.9952,6.067417,85.9088,18.484800000000007,8.7
790-29-1172,B,Normal,Female,Food and beverages,131.03,3,19.6545,412.7445,03/10/2019,March,18:59,Credit card,377.6076,8.512990482000001,35.1369,15.482399999999998,7.9
239-36-3640,B,Normal,Male,Electronic accessories,119.04,6,35.711999999999996,749.952,01/31/2019,January,13:44,Ewallet,699.7168,6.698455367999999,50.2352,14.523200000000003,6.1
468-01-2051,B,Normal,Male,Food and beverages,135.77,7,47.5195,997.9095,03/06/2019,March,13:46,Ewallet,934.5284,6.3513875760000005,63.3811,15.861600000000003,5.4
389-25-3394,C,Normal,Male,Electronic accessories,85.5,5,21.375,448.875,02/17/2019,February,18:06,Cash,415.66,7.399610136000001,33.215,11.840000000000003,9.4
279-62-1445,C,Member,Female,Fashion accessories,86.23,1,4.3115,90.5415,02/21/2019,February,12:38,Cash,74.3316,17.90328192,16.2099,11.898400000000002,8.2
213-72-6612,A,Normal,Male,Food and beverages,116.94,2,11.694,245.574,03/20/2019,March,15:56,Cash,219.5248,10.60747473,26.0492,14.355199999999998,6.2
746-68-6593,C,Member,Female,Sports and travel,160.85,2,16.085,337.785,01/11/2019,January,14:29,Credit card,303.832,10.05166008,33.953,17.868000000000002,9.7
836-82-5858,B,Member,Male,Health and beauty,143.06,9,64.377,1351.9170000000001,01/26/2019,January,19:14,Ewallet,1271.0952,5.978310799,80.8218,16.4448,4.0
583-72-1480,C,Member,Male,Electronic accessories,110.75,4,22.15,465.15,01/31/2019,January,16:24,Ewallet,429.14,7.741588735,36.01,13.86,9.7
466-61-5506,B,Member,Female,Electronic accessories,164.39,6,49.317,1035.657,02/26/2019,February,10:52,Cash,968.1888,6.514531355,67.4682,18.151199999999996,5.3
721-86-6247,A,Normal,Female,Home and lifestyle,137.11,8,54.843999999999994,1151.724,03/11/2019,March,12:55,Ewallet,1080.9112,6.148417502999999,70.8128,15.968800000000002,7.4
289-65-5721,B,Normal,Female,Fashion accessories,155.06,2,15.505999999999998,325.626,01/26/2019,January,19:28,Cash,292.7152,10.10693249,32.9108,17.4048,6.5
545-46-3100,B,Member,Female,Electronic accessories,84.28,3,12.642000000000001,265.482,03/12/2019,March,13:52,Credit card,241.0976,9.184954159,24.3844,11.742399999999998,8.7
418-02-5978,B,Normal,Female,Health and beauty,157.78,9,71.001,1491.021,02/11/2019,February,10:54,Cash,1402.3976,5.9438062910000005,88.6234,17.6224,8.0
269-04-5750,B,Member,Male,Fashion accessories,147.51,4,29.502,619.5419999999999,02/21/2019,February,18:31,Cash,573.2392,7.473714454,46.3028,16.8008,6.7
157-13-5295,A,Member,Male,Health and beauty,125.63,10,62.815,1319.115,03/09/2019,March,18:24,Ewallet,1241.2496,5.902851533,77.8654,15.050399999999996,6.5
645-78-8093,A,Normal,Female,Sports and travel,166.83,2,16.683,350.343,01/20/2019,January,18:09,Ewallet,315.3136,9.998601371,35.0294,18.346400000000003,4.1
211-30-9270,C,Normal,Male,Health and beauty,91.1,5,22.775,478.275,01/28/2019,January,15:16,Credit card,443.212,7.331137944,35.063,12.288000000000004,4.9
755-12-3214,C,Member,Female,Fashion accessories,117.91,5,29.4775,619.0275,03/05/2019,March,17:07,Credit card,575.1172,7.093432844,43.9103,14.4328,8.6
346-84-3103,B,Member,Female,Electronic accessories,86.91,5,21.7275,456.2775,03/02/2019,March,19:26,Cash,422.5972,7.381538647,33.6803,11.952800000000003,4.3
478-06-7835,A,Normal,Male,Fashion accessories,163.38,1,8.169,171.549,01/11/2019,January,11:20,Ewallet,145.3096,15.29557153,26.2394,18.0704,4.9
540-11-4336,A,Normal,Male,Food and beverages,98.63,9,44.3835,932.0535,01/11/2019,January,16:49,Credit card,874.7796,6.144915501,57.2739,12.8904,5.6
448-81-5016,A,Normal,Male,Health and beauty,133.46,2,13.345999999999998,280.26599999999996,03/11/2019,March,12:01,Credit card,251.2432,10.35544804,29.0228,15.676800000000002,5.8
142-72-4741,C,Member,Male,Fashion accessories,166.89,2,16.689,350.469,02/28/2019,February,18:37,Credit card,315.4288,9.998088276,35.0402,18.3512,6.0
217-58-1179,A,Member,Male,Home and lifestyle,136.34,4,27.268,572.628,01/05/2019,January,11:25,Cash,529.4528,7.539833889,43.1752,15.907199999999996,4.2
376-02-8238,B,Normal,Male,Home and lifestyle,167.56,8,67.024,1407.504,02/02/2019,February,18:42,Credit card,1322.0752,6.069524492,85.4288,18.404799999999994,8.3
530-90-9855,A,Member,Male,Home and lifestyle,121.28,8,48.512,1018.752,01/01/2019,January,14:47,Cash,955.5376,6.205082297000001,63.2144,14.702399999999997,5.7
866-05-7563,B,Member,Female,Electronic accessories,155.09,3,23.2635,488.5335,02/09/2019,February,19:43,Cash,447.8628,8.325058568,40.6707,17.407199999999996,4.8
604-70-6476,A,Member,Male,Fashion accessories,91.63,5,22.9075,481.0575,01/23/2019,January,14:04,Ewallet,445.8196,7.325091075,35.2379,12.330400000000004,6.8
799-71-1548,A,Member,Male,Electronic accessories,151.41,4,30.281999999999996,635.922,01/07/2019,January,16:11,Credit card,588.5272,7.452926617,47.3948,17.1128,8.8
785-13-7708,B,Normal,Male,Food and beverages,146.75,7,51.3625,1078.6125,01/14/2019,January,19:06,Credit card,1010.51,6.313898643,68.1025,16.74000000000001,4.2
845-51-0542,B,Member,Male,Food and beverages,120.24,9,54.108000000000004,1136.268,02/02/2019,February,15:34,Ewallet,1067.5408,6.048502642000001,68.7272,14.619199999999992,6.4
662-47-5456,C,Member,Male,Fashion accessories,108.88,10,54.44,1143.24,03/17/2019,March,19:06,Credit card,1075.0896,5.96116301,68.1504,13.710400000000007,8.4
883-17-4236,C,Normal,Female,Sports and travel,88.08,2,8.808,184.968,03/02/2019,March,19:44,Credit card,164.1136,11.27459885,20.8544,12.046399999999998,7.2
290-68-2984,A,Normal,Male,Home and lifestyle,97.44,4,19.488,409.24800000000005,03/16/2019,March,11:22,Cash,376.9648,7.888419736,32.2832,12.795200000000001,5.2
704-11-6354,A,Member,Male,Home and lifestyle,132.59,8,53.036,1113.756,01/06/2019,January,11:23,Cash,1045.1128,6.163217078,68.6432,15.607199999999992,8.9
110-48-7033,B,Member,Male,Fashion accessories,106.31,4,21.261999999999997,446.50199999999995,01/29/2019,January,14:12,Cash,411.7352,7.786482479,34.7668,13.504800000000007,9.0
366-93-0948,A,Member,Male,Electronic accessories,140.04,1,7.002000000000001,147.042,01/31/2019,January,10:46,Credit card,123.8368,15.78134139,23.2052,16.203200000000002,9.7
729-09-9681,A,Member,Male,Home and lifestyle,99.6,6,29.88,627.48,02/05/2019,February,10:16,Ewallet,584.632,6.828584178,42.848,12.968,8.7
151-16-1484,A,Member,Male,Electronic accessories,105.94,4,21.188000000000002,444.94800000000004,02/13/2019,February,12:38,Ewallet,410.2848,7.790393484,34.6632,13.475200000000001,6.5
380-94-4661,C,Member,Male,Electronic accessories,139.63,4,27.926,586.446,02/07/2019,February,13:05,Credit card,542.3496,7.519260085,44.0964,16.170400000000004,6.9
850-41-9669,A,Normal,Female,Electronic accessories,148.75,9,66.9375,1405.6875,03/19/2019,March,13:25,Ewallet,1321.85,5.9641634429999995,83.8375,16.900000000000006,6.2
821-07-3596,C,Normal,Female,Fashion accessories,90.14,4,18.028,378.588,03/07/2019,March,14:53,Ewallet,348.3488,7.9873635720000005,30.2392,12.211200000000002,5.6
655-85-5130,B,Member,Female,Fashion accessories,111.99,4,22.398000000000003,470.358,03/13/2019,March,19:22,Cash,434.0008,7.729686749,36.3572,13.959199999999996,5.7
447-15-7839,A,Member,Female,Sports and travel,95.93,10,47.965,1007.265,02/09/2019,February,11:00,Cash,946.6256,6.020203223999999,60.6394,12.674399999999999,4.2
154-74-7179,B,Normal,Male,Sports and travel,128.14,1,6.407,134.547,02/26/2019,February,19:24,Ewallet,112.8888,16.09712591,21.6582,15.2512,7.9
253-12-6086,A,Member,Female,Sports and travel,172.09,7,60.2315,1264.8615,03/12/2019,March,12:43,Credit card,1185.8628,6.245640333,78.9987,18.767200000000003,8.7
808-65-0703,C,Normal,Male,Home and lifestyle,109.16,4,21.831999999999997,458.472,03/14/2019,March,17:22,Credit card,422.9072,7.7572458079999995,35.5648,13.732800000000001,6.9
571-94-0759,B,Member,Female,Food and beverages,148.29,10,74.145,1557.045,01/08/2019,January,20:55,Cash,1466.0368,5.844930622000001,91.0082,16.863200000000006,9.5
144-51-6085,A,Member,Male,Home and lifestyle,144.43,4,28.886,606.606,01/05/2019,January,16:05,Credit card,561.1656,7.490924917,45.4404,16.554399999999998,4.4
731-14-2199,A,Member,Female,Home and lifestyle,109.23,10,54.615,1146.915,01/04/2019,January,13:34,Ewallet,1078.5616,5.959761621,68.3534,13.738399999999992,7.0
783-09-1637,B,Normal,Female,Sports and travel,141.12,5,35.28,740.88,03/06/2019,March,18:13,Ewallet,689.3104,6.96058741,51.5696,16.2896,6.3
687-15-1097,C,Member,Female,Health and beauty,94.81,2,9.481,199.101,01/03/2019,January,19:17,Cash,177.0352,11.08271681,22.0658,12.5848,9.7
126-54-1082,A,Member,Female,Home and lifestyle,95.23,9,42.8535,899.9235,01/07/2019,January,11:44,Credit card,844.4516,6.16406839,55.4719,12.618400000000001,8.8
633-91-1052,A,Normal,Female,Home and lifestyle,85.72,2,8.572000000000001,180.012,01/27/2019,January,15:51,Cash,159.5824,11.34902118,20.4296,11.8576,5.1
477-24-6490,B,Normal,Female,Health and beauty,173.4,6,52.02,1092.42,02/26/2019,February,16:52,Ewallet,1021.528,6.489445451,70.892,18.871999999999993,7.9
566-19-5475,B,Normal,Male,Fashion accessories,121.66,7,42.581,894.201,01/07/2019,January,20:52,Cash,836.8872,6.409498536,57.3138,14.732799999999997,6.2
526-86-8552,C,Member,Female,Home and lifestyle,95.51,10,47.755,1002.855,01/07/2019,January,17:36,Cash,942.4592,6.022386087999999,60.3958,12.640799999999999,7.1
376-56-3573,C,Normal,Female,Fashion accessories,169.11,4,33.821999999999996,710.262,02/02/2019,February,13:23,Ewallet,657.9112,7.370632246,52.3508,18.528800000000004,6.4
537-72-0426,C,Member,Male,Fashion accessories,144.68,10,72.34,1519.14,03/20/2019,March,16:28,Cash,1430.2256,5.852943112999999,88.9144,16.574399999999997,5.7
828-61-5674,A,Member,Male,Sports and travel,117.71,10,58.855,1235.955,03/20/2019,March,19:57,Credit card,1162.6832,5.9283549970000005,73.2718,14.416800000000002,9.6
136-08-6195,A,Normal,Female,Home and lifestyle,143.65,8,57.46,1206.66,02/15/2019,February,17:01,Credit card,1132.708,6.128652644,73.952,16.491999999999997,6.4
523-38-0215,C,Normal,Male,Home and lifestyle,110.69,1,5.5345,116.2245,03/06/2019,March,13:29,Credit card,96.8348,16.68297132,19.3897,13.8552,7.9
490-29-1201,A,Normal,Female,Sports and travel,89.03,1,4.4515,93.4815,01/06/2019,January,11:09,Cash,76.9076,17.72960425,16.5739,12.122399999999999,6.5
667-92-0055,A,Member,Male,Health and beauty,173.52,6,52.056000000000004,1093.1760000000002,03/04/2019,March,15:02,Ewallet,1022.2384,6.489128922999999,70.9376,18.8816,8.5
565-17-3836,A,Member,Female,Health and beauty,121.36,4,24.272,509.712,03/12/2019,March,14:21,Cash,470.7312,7.64761277,38.9808,14.708800000000004,9.1
498-41-1961,B,Normal,Male,Health and beauty,140.37,5,35.0925,736.9425,02/20/2019,February,18:01,Cash,685.6204,6.964193272,51.3221,16.229599999999998,7.6
593-95-4461,C,Member,Male,Home and lifestyle,148.55,1,7.4275,155.9775,03/24/2019,March,14:49,Cash,131.666,15.58654293,24.3115,16.884,6.9
226-71-3580,C,Normal,Female,Sports and travel,97.44,9,43.848,920.808,01/31/2019,January,12:02,Cash,864.1648,6.151466972000001,56.6432,12.795200000000001,9.5
283-79-9594,B,Normal,Female,Food and beverages,122.2,7,42.77,898.17,01/25/2019,January,13:30,Credit card,840.6239999999999,6.407027622999999,57.54600000000001,14.776000000000003,5.2
430-60-3493,A,Member,Female,Home and lifestyle,168.57,7,58.9995,1238.9895,02/03/2019,February,14:38,Cash,1161.5044,6.253894807000001,77.4851,18.485600000000005,4.2
139-20-0155,B,Member,Male,Electronic accessories,113.99,10,56.995,1196.895,01/24/2019,January,17:37,Credit card,1125.7808,5.941557112000001,71.1142,14.1192,7.0
558-80-4082,C,Normal,Male,Electronic accessories,101.54,7,35.539,746.319,03/14/2019,March,17:20,Ewallet,697.6568,6.520294941,48.6622,13.123199999999997,6.0
278-97-7759,A,Member,Female,Electronic accessories,136.17,1,6.8085,142.9785,02/18/2019,February,20:29,Cash,120.2764,15.87798165,22.7021,15.893600000000001,4.7
316-68-6352,A,Member,Female,Food and beverages,110.05,2,11.005,231.105,01/21/2019,January,10:00,Cash,206.296,10.73494732,24.809,13.804,7.1
585-03-5943,B,Normal,Male,Health and beauty,91.8,10,45.9,963.9,03/13/2019,March,11:46,Ewallet,905.6560000000001,6.042535533,58.244,12.344000000000001,5.9
211-05-0490,C,Member,Female,Electronic accessories,125.61,5,31.4025,659.4525,03/03/2019,March,13:42,Cash,613.0012,7.043919009,46.4513,15.048800000000004,7.5
727-75-6477,C,Normal,Male,Electronic accessories,102.53,4,20.506,430.626,03/29/2019,March,14:44,Cash,396.9176,7.827767017999999,33.7084,13.202399999999997,6.4
744-02-5987,A,Member,Male,Home and lifestyle,152.07,6,45.621,958.041,01/10/2019,January,14:16,Ewallet,895.2544,6.553644364,62.7866,17.165599999999998,5.8
307-83-9164,A,Member,Male,Home and lifestyle,133.7,4,26.74,561.54,01/25/2019,January,15:54,Cash,519.104,7.5570751860000005,42.43600000000001,15.696000000000009,4.5
779-06-0012,C,Member,Female,Home and lifestyle,162.3,1,8.115,170.415,01/19/2019,January,10:21,Cash,144.316,15.31496641,26.099,17.984,7.7
446-47-6729,C,Normal,Male,Fashion accessories,173.51,2,17.351,364.371,01/02/2019,January,18:09,Credit card,328.1392,9.943656328,36.2318,18.8808,6.7
573-10-3877,B,Member,Male,Health and beauty,112.7,1,5.635,118.335,03/12/2019,March,16:46,Credit card,98.684,16.60624498,19.651,14.016,4.7
735-06-4124,C,Normal,Male,Food and beverages,122.3,1,6.115,128.415,02/25/2019,February,15:31,Cash,107.516,16.27457851,20.899,14.784,4.4
439-54-7422,A,Normal,Female,Electronic accessories,124.88,4,24.976,524.496,03/18/2019,March,17:15,Credit card,484.5296,7.619962782999999,39.9664,14.990400000000001,4.7
396-90-2219,B,Normal,Female,Electronic accessories,88.65,8,35.46,744.66,02/23/2019,February,12:29,Cash,697.1080000000001,6.385733086,47.552,12.091999999999999,8.6
411-77-0180,A,Member,Male,Electronic accessories,145.89,7,51.0615,1072.2915,03/26/2019,March,20:14,Ewallet,1004.5588,6.3166312520000005,67.7327,16.671199999999992,4.3
286-01-5402,A,Normal,Female,Sports and travel,113.92,7,39.872,837.312,03/30/2019,March,13:22,Cash,783.3264,6.447489107999999,53.9856,14.113599999999998,9.6
803-17-8013,A,Member,Female,Home and lifestyle,162.48,8,64.992,1364.832,02/17/2019,February,17:09,Cash,1281.8416,6.080631169,82.9904,17.99839999999999,4.1
512-98-1403,A,Member,Female,Electronic accessories,100.17,3,15.0255,315.5355,03/21/2019,March,10:40,Ewallet,287.4964,8.886195056,28.0391,13.013600000000002,4.7
848-42-2560,A,Normal,Female,Fashion accessories,155.6,2,15.56,326.76,03/05/2019,March,17:43,Cash,293.752,10.10160362,33.008,17.448,7.8
532-59-7201,B,Member,Male,Sports and travel,153.62,6,46.086000000000006,967.806,01/31/2019,January,14:04,Cash,904.4304,6.548378497000001,63.3756,17.289599999999993,5.5
181-94-6432,C,Member,Male,Fashion accessories,143.02,2,14.302,300.342,02/05/2019,February,19:05,Ewallet,269.5984,10.2361974,30.7436,16.4416,9.7
870-76-1733,A,Member,Female,Food and beverages,87.92,5,21.98,461.58,02/01/2019,February,10:08,Credit card,427.5664,7.368950128,34.0136,12.033599999999996,4.4
423-64-4619,A,Member,Female,Health and beauty,89.24,9,40.158,843.318,03/07/2019,March,13:12,Cash,791.0208,6.201361764,52.2972,12.139199999999995,5.0
227-07-4446,C,Member,Female,Electronic accessories,151.82,10,75.91,1594.11,02/10/2019,February,20:51,Cash,1501.0544,5.837464165,93.0556,17.1456,4.4
174-36-3675,C,Member,Male,Food and beverages,173.06,2,17.305999999999997,363.426,02/14/2019,February,17:29,Cash,327.2752,9.947224469,36.1508,18.8448,5.2
428-83-5800,C,Member,Female,Food and beverages,94.77,3,14.2155,298.5255,02/09/2019,February,10:25,Cash,271.7284,8.976486096,26.7971,12.5816,7.3
603-07-0961,C,Member,Male,Electronic accessories,148.48,5,37.12,779.52,01/10/2019,January,11:34,Cash,725.5216,6.927134647000001,53.9984,16.8784,4.9
704-20-4138,C,Member,Female,Health and beauty,103.36,7,36.176,759.696,03/11/2019,March,18:58,Credit card,710.2512,6.508498136,49.4448,13.268799999999999,8.1
787-15-1757,C,Member,Male,Health and beauty,117.76,4,23.552,494.592,02/18/2019,February,16:28,Ewallet,456.6192,7.677600932000001,37.9728,14.4208,8.4
649-11-3678,C,Normal,Female,Food and beverages,96.62,9,43.479,913.059,02/26/2019,February,20:26,Cash,856.8504,6.156075347000001,56.2086,12.729599999999998,5.5
622-20-1945,C,Normal,Female,Health and beauty,113.11,1,5.6555,118.7655,01/18/2019,January,15:08,Cash,99.0612,16.59092918,19.7043,14.0488,8.4
372-94-8041,A,Normal,Male,Health and beauty,88.95,6,26.685,560.385,02/15/2019,February,18:03,Ewallet,521.5840000000001,6.923989757,38.801,12.116000000000003,9.8
563-91-7120,A,Normal,Female,Fashion accessories,135.46,5,33.865,711.165,03/08/2019,March,13:21,Cash,661.4632,6.988786006000001,49.7018,15.836799999999997,6.7
746-54-5508,A,Normal,Male,Home and lifestyle,95.21,6,28.563000000000002,599.823,01/17/2019,January,12:48,Credit card,558.6432,6.865325271000001,41.1798,12.616799999999998,9.4
276-54-0879,B,Normal,Male,Sports and travel,171.43,4,34.286,720.0060000000001,03/12/2019,March,19:53,Ewallet,667.0056,7.3611053239999995,53.0004,18.714399999999998,6.4
